DoseRespID,ObsID,Dose,DoseUnit,TotalAnimals,WithTumours
27282,5,0,mg/kg bw,50,0
69907,5,40,mg/kg bw,50,0
105505,5,20,mg/kg bw,50,0
120466,5,80,mg/kg bw,50,1
27386,134,0,mg/kg bw,50,0
69659,134,20,mg/kg bw,50,0
69908,134,40,mg/kg bw,50,1
70155,134,80,mg/kg bw,50,0
27391,140,0,ppm,50,0
79786,140,1250,ppm,50,1
101866,140,625,ppm,50,0
108782,140,312,ppm,50,0
27392,141,0,ppm,50,0
80096,141,312,ppm,50,1
87023,141,1250,ppm,50,0
123484,141,625,ppm,50,0
27416,178,0,mg/kg bw,98,0
64238,178,0.01,mg/kg bw,98,0
64265,178,3,mg/kg bw,98,0
64404,178,1,mg/kg bw,98,0
64713,178,0.1,mg/kg bw,98,0
64739,178,0.3,mg/kg bw,98,1
65225,178,3,mg/kg bw,98,0
27433,204,0,ppm,54,2
75144,204,100,ppm,50,2
82445,204,500,ppm,49,1
118308,204,5,ppm,50,1
27434,205,0,ppm,107,2
75232,205,100,ppm,50,2
96869,205,500,ppm,49,1
118433,205,5,ppm,50,1
27435,206,0,ppm,54,1
96803,206,5,ppm,50,1
111077,206,100,ppm,54,0
118285,206,500,ppm,50,1
27436,207,0,ppm,106,1
68197,207,5,ppm,50,1
96870,207,500,ppm,50,1
111176,207,100,ppm,106,0
27454,228,0,mg/kg bw,50,1
84386,228,40,mg/kg bw,50,0
105506,228,20,mg/kg bw,50,0
106024,228,80,mg/kg bw,50,0
27457,232,0,ppm,50,0
79787,232,1250,ppm,50,0
94806,232,625,ppm,50,0
101570,232,312,ppm,50,1
27468,247,0,ppm,50,0
68016,247,100,ppm,50,0
111116,247,500,ppm,50,0
111151,247,5,ppm,50,0
27469,248,0,ppm,50,0
89626,248,100,ppm,50,0
89714,248,5,ppm,50,0
111216,248,500,ppm,50,0
27471,251,0,mg/kg bw,50,1
91779,251,80,mg/kg bw,50,0
98617,251,40,mg/kg bw,50,0
105507,251,20,mg/kg bw,50,0
27472,252,0,ppm,50,0
101257,252,1250,ppm,50,1
101571,252,312,ppm,50,0
116307,252,625,ppm,50,0
27484,266,0,mg/kg bw,50,0
84123,266,20,mg/kg bw,50,0
91780,266,80,mg/kg bw,50,1
120204,266,40,mg/kg bw,50,0
27493,279,0,mg/kg bw,50,0
84387,279,40,mg/kg bw,50,0
84651,279,80,mg/kg bw,50,1
98337,279,20,mg/kg bw,50,0
27494,280,0,mg/kg bw,50,1
84388,280,40,mg/kg bw,50,0
98889,280,80,mg/kg bw,50,0
105508,280,20,mg/kg bw,50,0
27504,295,0,mg/kg bw,50,0
69660,295,20,mg/kg bw,50,1
77113,295,40,mg/kg bw,50,0
91781,295,80,mg/kg bw,50,0
27534,327,0,mg/kg bw,50,0
77114,327,40,mg/kg bw,50,0
84124,327,20,mg/kg bw,50,0
84652,327,80,mg/kg bw,50,1
27536,331,0,ppm,50,0
115656,331,1250,ppm,50,3
116308,331,625,ppm,50,0
123161,331,312,ppm,50,0
62,362,0,mg/kg bw,15,1
14678,362,12,mg/kg bw,15,1
18758,362,1.5,mg/kg bw,15,0
22253,362,0.75,mg/kg bw,15,0
26606,362,3,mg/kg bw,15,0
26626,362,6,mg/kg bw,15,0
27569,373,0,mg/kg bw,50,0
98890,373,80,mg/kg bw,50,0
112759,373,20,mg/kg bw,50,0
113011,373,40,mg/kg bw,50,1
27572,378,0,ppm,54,1
75145,378,100,ppm,54,0
89595,378,5,ppm,54,0
96771,378,500,ppm,54,0
27573,379,0,ppm,107,1
82495,379,100,ppm,107,0
89669,379,500,ppm,107,0
96901,379,5,ppm,107,0
27574,380,0,ppm,50,0
68153,380,500,ppm,50,0
89715,380,5,ppm,50,0
111177,380,100,ppm,50,0
27604,426,0,mg/kg bw,50,4
76828,426,20,mg/kg bw,50,5
84389,426,40,mg/kg bw,50,5
84653,426,80,mg/kg bw,50,3
27605,427,0,mg/kg bw,50,10
84125,427,20,mg/kg bw,50,6
91782,427,80,mg/kg bw,50,6
98618,427,40,mg/kg bw,50,7
88,432,0,ppm,50,2
22197,432,625,ppm,50,8
27173,432,1250,ppm,50,8
27210,432,312,ppm,50,5
27608,433,0,ppm,50,9
94172,433,1250,ppm,50,7
109114,433,625,ppm,50,4
123162,433,312,ppm,50,17
106,475,0,ppm,49,0
16417,475,100,ppm,49,0
18099,475,5,ppm,49,0
25034,475,500,ppm,49,1
107,476,0,ppm,50,0
19873,476,5,ppm,50,0
26679,476,100,ppm,50,0
26683,476,500,ppm,49,1
27633,477,0,ppm,50,0
96740,477,100,ppm,50,0
96772,477,500,ppm,50,0
111152,477,5,ppm,50,0
27634,478,0,ppm,50,0
89627,478,100,ppm,50,0
104064,478,5,ppm,50,0
111217,478,500,ppm,50,0
115,533,0,mg/kg bw,50,2
15031,533,40,mg/kg bw,50,3
16733,533,80,mg/kg bw,50,2
23536,533,20,mg/kg bw,50,3
27682,534,0,mg/kg bw,50,0
98338,534,20,mg/kg bw,50,0
105766,534,40,mg/kg bw,50,1
120467,534,80,mg/kg bw,50,0
119,540,0,ppm,50,3
20387,540,1250,ppm,50,5
20430,540,312,ppm,50,1
23910,540,625,ppm,50,0
27685,541,0,ppm,50,0
72550,541,1250,ppm,50,1
108783,541,312,ppm,50,0
109115,541,625,ppm,50,0
27709,572,0,mg/kg bw,98,1
64246,572,0.1,mg/kg bw,98,0
64753,572,3,mg/kg bw,98,0
64925,572,3,mg/kg bw,98,0
65338,572,0.01,mg/kg bw,98,0
65360,572,1,mg/kg bw,98,3
65365,572,0.3,mg/kg bw,98,0
27734,602,0,ppm,54,1
89596,602,5,ppm,54,0
103893,602,100,ppm,54,0
118286,602,500,ppm,54,0
27735,603,0,ppm,107,1
68198,603,5,ppm,107,0
89628,603,100,ppm,107,0
118386,603,500,ppm,107,0
27736,604,0,ppm,54,2
68041,604,500,ppm,50,1
75146,604,100,ppm,50,1
82469,604,5,ppm,50,1
27737,605,0,ppm,106,3
82538,605,500,ppm,50,1
89716,605,5,ppm,50,1
111178,605,100,ppm,50,1
27743,614,0,mg/kg bw,50,0
70156,614,80,mg/kg bw,50,0
84390,614,40,mg/kg bw,50,1
105509,614,20,mg/kg bw,50,0
27783,668,0,mg/kg bw,50,2
70157,668,80,mg/kg bw,50,0
84391,668,40,mg/kg bw,50,0
98339,668,20,mg/kg bw,50,1
27785,671,0,ppm,50,1
94173,671,1250,ppm,50,0
101572,671,312,ppm,50,0
123485,671,625,ppm,50,0
27808,696,0,mg/kg bw,50,0
76829,696,20,mg/kg bw,50,0
120205,696,40,mg/kg bw,50,1
120468,696,80,mg/kg bw,50,0
28069,1012,0,mg/kg bw,50,2
77359,1012,80,mg/kg bw,50,0
98619,1012,40,mg/kg bw,50,1
105510,1012,20,mg/kg bw,50,0
28071,1015,0,ppm,50,0
80399,1015,625,ppm,50,2
87349,1015,312,ppm,50,0
108439,1015,1250,ppm,50,0
214,1032,0,mg/kg bw,80,0
13085,1032,3,mg/kg bw,80,1
13167,1032,0.3,mg/kg bw,80,0
13275,1032,3,mg/kg bw,80,0
13344,1032,0.1,mg/kg bw,80,0
13434,1032,0.01,mg/kg bw,80,0
13447,1032,1,mg/kg bw,80,0
28093,1044,0,ppm,54,1
75180,1044,500,ppm,54,0
96741,1044,100,ppm,54,0
96804,1044,5,ppm,54,0
28094,1045,0,ppm,106,1
89670,1045,500,ppm,106,0
89717,1045,5,ppm,106,0
103982,1045,100,ppm,106,0
28117,1076,0,mg/kg bw,50,0
70158,1076,80,mg/kg bw,50,1
98620,1076,40,mg/kg bw,50,0
105511,1076,20,mg/kg bw,50,0
227,1101,0,mg/kg bw,15,1
13782,1101,1.5,mg/kg bw,15,0
16346,1101,12,mg/kg bw,15,1
20537,1101,0.75,mg/kg bw,15,0
23257,1101,6,mg/kg bw,15,0
24965,1101,3,mg/kg bw,15,0
28140,1109,0,mg/kg bw,50,0
77360,1109,80,mg/kg bw,50,0
98340,1109,20,mg/kg bw,50,0
98621,1109,40,mg/kg bw,50,1
28170,1159,0,mg/kg bw,50,3
76830,1159,20,mg/kg bw,50,3
98622,1159,40,mg/kg bw,50,3
120469,1159,80,mg/kg bw,50,4
28171,1160,0,mg/kg bw,50,9
70159,1160,80,mg/kg bw,50,6
105512,1160,20,mg/kg bw,50,5
105767,1160,40,mg/kg bw,50,4
255,1165,0,ppm,50,2
15314,1165,312,ppm,50,2
18584,1165,1250,ppm,50,8
27244,1165,625,ppm,50,6
28174,1166,0,ppm,50,7
108784,1166,312,ppm,50,13
115657,1166,1250,ppm,50,7
123486,1166,625,ppm,50,4
272,1214,0,ppm,49,0
14753,1214,100,ppm,49,0
19849,1214,5,ppm,49,0
26660,1214,500,ppm,49,1
273,1215,0,ppm,50,0
14786,1215,500,ppm,49,1
14795,1215,5,ppm,50,0
23323,1215,100,ppm,50,0
28206,1216,0,ppm,50,0
75147,1216,100,ppm,50,0
103949,1216,5,ppm,50,0
111117,1216,500,ppm,50,0
28207,1217,0,ppm,50,0
68101,1217,100,ppm,50,0
96871,1217,500,ppm,50,0
96902,1217,5,ppm,50,0
28226,1244,0,mg/kg bw,50,0
91217,1244,20,mg/kg bw,50,1
120206,1244,40,mg/kg bw,50,1
120470,1244,80,mg/kg bw,50,0
28227,1245,0,mg/kg bw,50,0
76831,1245,20,mg/kg bw,50,0
98891,1245,80,mg/kg bw,50,0
105768,1245,40,mg/kg bw,50,1
28228,1248,0,ppm,50,0
72906,1248,312,ppm,50,0
79788,1248,1250,ppm,50,1
94807,1248,625,ppm,50,0
28229,1249,0,ppm,50,0
72551,1249,1250,ppm,50,1
73214,1249,625,ppm,50,0
87350,1249,312,ppm,50,0
286,1266,0,mg/kg bw,98,0
13276,1266,3,mg/kg bw,98,0
13435,1266,0.01,mg/kg bw,98,0
13442,1266,0.1,mg/kg bw,98,0
13456,1266,0.3,mg/kg bw,98,0
13466,1266,3,mg/kg bw,98,0
13722,1266,1,mg/kg bw,98,1
28257,1281,0,ppm,54,1
89538,1281,100,ppm,54,0
89597,1281,5,ppm,54,0
118287,1281,500,ppm,50,1
28258,1282,0,ppm,106,2
75233,1282,100,ppm,106,0
89671,1282,500,ppm,50,1
89718,1282,5,ppm,106,0
28337,1389,0,mg/kg bw,50,0
77361,1389,80,mg/kg bw,50,0
91494,1389,40,mg/kg bw,50,0
105513,1389,20,mg/kg bw,50,2
28338,1390,0,mg/kg bw,50,0
91495,1390,40,mg/kg bw,50,0
91783,1390,80,mg/kg bw,50,0
98341,1390,20,mg/kg bw,50,1
28339,1391,0,mg/kg bw,50,7
69909,1391,40,mg/kg bw,50,1
84126,1391,20,mg/kg bw,50,9
84654,1391,80,mg/kg bw,50,6
28341,1396,0,mg/kg bw,15,0
96586,1396,12,mg/kg bw,15,0
96694,1396,6,mg/kg bw,15,0
110935,1396,3,mg/kg bw,15,0
116623,1396,0.75,mg/kg bw,15,0
116703,1396,1.5,mg/kg bw,15,1
28343,1401,0,ppm,50,1
80400,1401,625,ppm,50,0
101259,1401,1250,ppm,50,2
101573,1401,312,ppm,50,1
28344,1402,0,ppm,50,0
101258,1402,1250,ppm,50,0
101867,1402,625,ppm,50,2
115995,1402,312,ppm,50,2
28345,1403,0,ppm,50,8
87024,1403,1250,ppm,50,3
101868,1403,625,ppm,50,6
108785,1403,312,ppm,50,5
337,1452,0,mg/kg bw,98,2
13086,1452,3,mg/kg bw,80,2
13152,1452,0.1,mg/kg bw,98,4
13481,1452,3,mg/kg bw,50,6
13543,1452,1,mg/kg bw,98,2
13610,1452,0.01,mg/kg bw,86,1
13638,1452,0.3,mg/kg bw,98,4
28412,1494,0,ppm,50,0
82446,1494,500,ppm,50,0
111078,1494,100,ppm,50,0
118309,1494,5,ppm,50,1
28413,1495,0,ppm,107,2
68154,1495,500,ppm,107,0
75234,1495,100,ppm,107,0
96903,1495,5,ppm,50,1
346,1496,0,ppm,54,1
16430,1496,500,ppm,50,7
18100,1496,5,ppm,50,1
23294,1496,100,ppm,50,2
347,1497,0,ppm,106,5
14774,1497,100,ppm,50,2
18120,1497,5,ppm,50,1
23333,1497,500,ppm,50,7
28449,1545,0,ppm,50,0
75205,1545,5,ppm,50,0
82447,1545,500,ppm,50,0
96742,1545,100,ppm,50,1
28450,1546,0,ppm,50,0
68155,1546,500,ppm,50,0
75319,1546,5,ppm,50,0
111179,1546,100,ppm,50,1
28451,1547,0,ppm,54,1
103916,1547,500,ppm,54,0
118262,1547,100,ppm,54,0
118310,1547,5,ppm,54,0
28452,1548,0,ppm,106,1
89672,1548,500,ppm,106,0
103983,1548,100,ppm,106,0
111259,1548,5,ppm,106,0
374,1603,0,mg/kg bw,50,0
15062,1603,80,mg/kg bw,50,2
23566,1603,40,mg/kg bw,50,0
25249,1603,20,mg/kg bw,50,0
28493,1604,0,mg/kg bw,50,1
106025,1604,80,mg/kg bw,50,0
112760,1604,20,mg/kg bw,50,0
113012,1604,40,mg/kg bw,50,0
28494,1605,0,mg/kg bw,50,0
84655,1605,80,mg/kg bw,50,1
105514,1605,20,mg/kg bw,50,1
120207,1605,40,mg/kg bw,50,1
378,1611,0,ppm,50,0
20469,1611,625,ppm,50,2
23824,1611,1250,ppm,50,1
23861,1611,312,ppm,50,0
28526,1647,0,mg/kg bw,98,1
64266,1647,3,mg/kg bw,98,0
64387,1647,0.01,mg/kg bw,86,1
64405,1647,1,mg/kg bw,98,0
64740,1647,0.3,mg/kg bw,98,0
64892,1647,0.1,mg/kg bw,98,0
65384,1647,3,mg/kg bw,98,0
28551,1674,0,ppm,50,0
75181,1674,500,ppm,50,0
82414,1674,100,ppm,50,0
118311,1674,5,ppm,50,1
28552,1675,0,ppm,106,1
75235,1675,100,ppm,106,0
89673,1675,500,ppm,106,0
89719,1675,5,ppm,50,1
28556,1681,0,ppm,50,1
72907,1681,312,ppm,50,0
109116,1681,625,ppm,50,0
122823,1681,1250,ppm,50,0
389,1685,0,mg/kg bw,98,0
13087,1685,3,mg/kg bw,98,0
13277,1685,3,mg/kg bw,98,0
13345,1685,0.1,mg/kg bw,98,0
13526,1685,0.01,mg/kg bw,98,0
13544,1685,1,mg/kg bw,98,1
13554,1685,0.3,mg/kg bw,98,0
28560,1686,0,ppm,50,0
68074,1686,5,ppm,50,0
82448,1686,500,ppm,50,0
111079,1686,100,ppm,50,0
28561,1687,0,ppm,50,0
82496,1687,100,ppm,50,0
118387,1687,500,ppm,50,0
118434,1687,5,ppm,50,0
28563,1689,0,ppm,50,1
72552,1689,1250,ppm,50,0
101869,1689,625,ppm,50,0
123163,1689,312,ppm,50,0
28570,1696,0,ppm,50,0
94504,1696,312,ppm,50,0
109117,1696,625,ppm,50,0
115658,1696,1250,ppm,50,1
28571,1697,0,mg/kg bw,98,1
64262,1697,0.3,mg/kg bw,98,0
64435,1697,3,mg/kg bw,98,0
64551,1697,0.01,mg/kg bw,98,0
64565,1697,0.1,mg/kg bw,98,0
64725,1697,1,mg/kg bw,98,0
65372,1697,3,mg/kg bw,98,0
28574,1700,0,ppm,50,0
101870,1700,625,ppm,50,0
122824,1700,1250,ppm,50,1
123164,1700,312,ppm,50,0
391,1704,0,ppm,50,1
16937,1704,1250,ppm,50,3
17021,1704,625,ppm,50,2
27211,1704,312,ppm,50,0
28577,1705,0,ppm,50,3
87643,1705,625,ppm,50,3
94174,1705,1250,ppm,50,2
123165,1705,312,ppm,50,8
28582,1710,0,ppm,50,0
72908,1710,312,ppm,50,0
73215,1710,625,ppm,50,0
87025,1710,1250,ppm,50,2
394,1714,0,mg/kg bw,98,0
13063,1714,1,mg/kg bw,98,1
13337,1714,0.01,mg/kg bw,98,0
13346,1714,0.1,mg/kg bw,98,0
13457,1714,0.3,mg/kg bw,98,0
13482,1714,3,mg/kg bw,98,0
13649,1714,3,mg/kg bw,98,0
28594,1725,0,ppm,106,1
89674,1725,500,ppm,106,0
96841,1725,100,ppm,106,0
111260,1725,5,ppm,106,0
28598,1730,0,ppm,50,0
87026,1730,1250,ppm,50,1
87351,1730,312,ppm,50,0
109118,1730,625,ppm,50,0
28604,1738,0,mg/kg bw,50,1
105769,1738,40,mg/kg bw,50,1
112761,1738,20,mg/kg bw,50,0
113262,1738,80,mg/kg bw,50,0
28605,1739,0,mg/kg bw,50,0
69910,1739,40,mg/kg bw,50,1
84127,1739,20,mg/kg bw,50,0
91784,1739,80,mg/kg bw,50,1
28731,1883,0,mg/kg bw,50,1
84128,1883,20,mg/kg bw,50,1
120208,1883,40,mg/kg bw,50,1
120471,1883,80,mg/kg bw,50,0
28732,1885,0,ppm,50,1
87644,1885,625,ppm,50,0
101260,1885,1250,ppm,50,0
101574,1885,312,ppm,50,0
28738,1891,0,ppm,50,0
68102,1891,100,ppm,50,0
104029,1891,500,ppm,50,0
104065,1891,5,ppm,50,0
28762,1921,0,mg/kg bw,50,0
69661,1921,20,mg/kg bw,50,1
77362,1921,80,mg/kg bw,50,0
105770,1921,40,mg/kg bw,50,0
28822,1990,0,mg/kg bw,50,0
84656,1990,80,mg/kg bw,50,1
112762,1990,20,mg/kg bw,50,0
120209,1990,40,mg/kg bw,50,0
28823,1991,0,mg/kg bw,50,0
77115,1991,40,mg/kg bw,50,0
98892,1991,80,mg/kg bw,50,1
112763,1991,20,mg/kg bw,50,0
28828,1997,0,ppm,50,0
73216,1997,625,ppm,50,1
79789,1997,1250,ppm,50,0
94505,1997,312,ppm,50,0
28876,2056,0,ppm,50,1
72909,2056,312,ppm,50,0
73217,2056,625,ppm,50,0
79790,2056,1250,ppm,50,0
28877,2057,0,ppm,50,1
87027,2057,1250,ppm,50,0
101575,2057,312,ppm,50,0
109119,2057,625,ppm,50,0
444,2058,0,mg/kg bw,50,0
13171,2058,3,mg/kg bw,50,0
13261,2058,0.3,mg/kg bw,50,0
13347,2058,0.1,mg/kg bw,50,0
13383,2058,3,mg/kg bw,50,1
13448,2058,1,mg/kg bw,50,0
13527,2058,0.01,mg/kg bw,50,0
28991,2183,0,ppm,50,0
72910,2183,312,ppm,50,1
108440,2183,1250,ppm,50,1
123487,2183,625,ppm,50,0
28993,2185,0,ppm,50,0
75271,2185,500,ppm,50,0
111180,2185,100,ppm,50,0
118435,2185,5,ppm,50,0
29030,2233,0,mg/kg bw,50,0
91218,2233,20,mg/kg bw,50,1
91496,2233,40,mg/kg bw,50,0
98893,2233,80,mg/kg bw,50,1
29034,2238,0,ppm,50,1
87028,2238,1250,ppm,50,0
87352,2238,312,ppm,50,0
87645,2238,625,ppm,50,0
29035,2239,0,ppm,50,1
87353,2239,312,ppm,50,0
94808,2239,625,ppm,50,0
108441,2239,1250,ppm,50,0
29114,2331,0,mg/kg bw,50,0
69911,2331,40,mg/kg bw,50,1
77363,2331,80,mg/kg bw,50,0
91219,2331,20,mg/kg bw,50,0
29115,2335,0,ppm,50,0
87646,2335,625,ppm,50,1
108442,2335,1250,ppm,50,2
123166,2335,312,ppm,50,0
29116,2336,0,ppm,50,0
80401,2336,625,ppm,50,1
101261,2336,1250,ppm,50,0
115996,2336,312,ppm,50,0
29138,2364,0,mg/kg bw,98,0
64388,2364,0.01,mg/kg bw,98,0
64406,2364,1,mg/kg bw,98,0
64582,2364,0.3,mg/kg bw,98,1
64598,2364,3,mg/kg bw,98,0
65348,2364,0.1,mg/kg bw,98,0
65373,2364,3,mg/kg bw,98,0
29162,2392,0,ppm,50,0
68075,2392,5,ppm,50,0
89539,2392,100,ppm,50,0
103917,2392,500,ppm,50,0
29163,2393,0,ppm,50,0
68156,2393,500,ppm,50,0
82497,2393,100,ppm,50,0
82586,2393,5,ppm,50,0
29164,2394,0,ppm,50,0
75236,2394,100,ppm,50,0
82539,2394,500,ppm,50,0
118436,2394,5,ppm,50,0
29166,2397,0,ppm,106,1
68103,2397,100,ppm,106,0
96904,2397,5,ppm,106,0
118388,2397,500,ppm,106,0
29174,2408,0,ppm,54,1
75182,2408,500,ppm,54,0
96743,2408,100,ppm,54,0
111153,2408,5,ppm,54,0
29175,2409,0,ppm,107,1
68105,2409,100,ppm,107,0
75272,2409,500,ppm,107,0
104066,2409,5,ppm,107,0
29176,2410,0,ppm,50,0
68104,2410,100,ppm,50,0
68199,2410,5,ppm,50,0
104030,2410,500,ppm,50,0
29209,2458,0,mg/kg bw,50,0
77116,2458,40,mg/kg bw,50,1
91785,2458,80,mg/kg bw,50,0
119916,2458,20,mg/kg bw,50,1
29210,2459,0,mg/kg bw,50,1
70160,2459,80,mg/kg bw,50,1
84129,2459,20,mg/kg bw,50,1
84392,2459,40,mg/kg bw,50,1
513,2464,0,ppm,50,0
16938,2464,1250,ppm,50,6
18639,2464,312,ppm,50,0
22198,2464,625,ppm,50,0
29213,2465,0,ppm,50,6
79791,2465,1250,ppm,50,4
80402,2465,625,ppm,50,0
115997,2465,312,ppm,50,3
29244,2516,0,ppm,50,0
75237,2516,100,ppm,50,0
111261,2516,5,ppm,50,0
118389,2516,500,ppm,50,0
29245,2517,0,mg/kg bw,98,1
64412,2517,0.3,mg/kg bw,98,0
64552,2517,0.01,mg/kg bw,98,0
64572,2517,1,mg/kg bw,98,0
64591,2517,3,mg/kg bw,98,0
64714,2517,0.1,mg/kg bw,98,0
64763,2517,3,mg/kg bw,98,0
29292,2572,0,mg/kg bw,50,1
69912,2572,40,mg/kg bw,50,1
91786,2572,80,mg/kg bw,50,0
98342,2572,20,mg/kg bw,50,3
29294,2579,0,ppm,50,3
73218,2579,625,ppm,50,1
115659,2579,1250,ppm,50,2
123167,2579,312,ppm,50,0
554,2612,0,mg/kg bw,98,0
13098,2612,3,mg/kg bw,98,0
13161,2612,1,mg/kg bw,98,1
13245,2612,0.1,mg/kg bw,98,0
13262,2612,0.3,mg/kg bw,98,0
13467,2612,3,mg/kg bw,98,0
13611,2612,0.01,mg/kg bw,98,0
29339,2635,0,ppm,54,2
89598,2635,5,ppm,50,3
103918,2635,500,ppm,50,1
118263,2635,100,ppm,50,3
29340,2636,0,ppm,106,4
118336,2636,100,ppm,50,3
118390,2636,500,ppm,50,1
118437,2636,5,ppm,50,3
29352,2651,0,ppm,50,0
72911,2651,312,ppm,50,0
87029,2651,1250,ppm,50,0
123488,2651,625,ppm,50,1
29374,2675,0,ppm,50,1
87030,2675,1250,ppm,50,0
108786,2675,312,ppm,50,0
116309,2675,625,ppm,50,0
29376,2678,0,ppm,50,0
82415,2678,100,ppm,50,0
82449,2678,500,ppm,50,0
96805,2678,5,ppm,50,0
29377,2679,0,ppm,50,0
82540,2679,500,ppm,50,0
103984,2679,100,ppm,50,0
111262,2679,5,ppm,50,0
29379,2681,0,ppm,50,0
68042,2681,500,ppm,50,0
103894,2681,100,ppm,50,0
103950,2681,5,ppm,50,0
29380,2682,0,ppm,50,0
75273,2682,500,ppm,50,0
118337,2682,100,ppm,50,0
118438,2682,5,ppm,50,0
29381,2683,0,ppm,50,0
103919,2683,500,ppm,50,0
111154,2683,5,ppm,50,0
118264,2683,100,ppm,50,0
29382,2684,0,ppm,50,0
82498,2684,100,ppm,50,0
104067,2684,5,ppm,50,0
118391,2684,500,ppm,50,0
29383,2685,0,ppm,50,0
75206,2685,5,ppm,50,0
96744,2685,100,ppm,50,0
111118,2685,500,ppm,50,0
29384,2686,0,ppm,50,0
82587,2686,5,ppm,50,0
103985,2686,100,ppm,50,0
118392,2686,500,ppm,50,0
29386,2688,0,ppm,50,0
75207,2688,5,ppm,50,1
82450,2688,500,ppm,50,0
118265,2688,100,ppm,50,1
29387,2689,0,ppm,106,1
82499,2689,100,ppm,50,1
89675,2689,500,ppm,106,0
89720,2689,5,ppm,50,1
29388,2690,0,ppm,50,0
75238,2690,100,ppm,50,0
75320,2690,5,ppm,50,0
96872,2690,500,ppm,50,0
29389,2691,0,ppm,50,0
82470,2691,5,ppm,50,1
103920,2691,500,ppm,50,0
118266,2691,100,ppm,50,0
29390,2692,0,ppm,50,0
89722,2692,5,ppm,50,1
103986,2692,100,ppm,50,0
111218,2692,500,ppm,50,0
29391,2693,0,ppm,50,0
82451,2693,500,ppm,50,0
89599,2693,5,ppm,50,0
103895,2693,100,ppm,50,0
29392,2694,0,ppm,106,1
68157,2694,500,ppm,106,0
89721,2694,5,ppm,106,0
111181,2694,100,ppm,106,0
565,2696,0,ppm,49,0
14759,2696,500,ppm,49,1
14764,2696,5,ppm,49,0
16418,2696,100,ppm,49,0
29393,2697,0,ppm,107,1
68158,2697,500,ppm,49,1
82588,2697,5,ppm,107,0
103987,2697,100,ppm,107,0
29394,2698,0,ppm,50,0
103896,2698,100,ppm,50,0
103951,2698,5,ppm,50,0
111119,2698,500,ppm,50,0
29395,2699,0,ppm,50,0
82500,2699,100,ppm,50,0
118393,2699,500,ppm,50,0
118439,2699,5,ppm,50,0
29396,2700,0,ppm,54,1
68017,2700,100,ppm,54,0
68076,2700,5,ppm,54,0
111120,2700,500,ppm,54,0
29397,2701,0,ppm,106,1
68159,2701,500,ppm,106,0
68200,2701,5,ppm,106,0
89629,2701,100,ppm,106,0
29401,2705,0,ppm,50,0
75274,2705,500,ppm,50,0
103988,2705,100,ppm,50,0
104068,2705,5,ppm,50,0
29403,2707,0,ppm,50,0
96745,2707,100,ppm,50,1
96773,2707,500,ppm,50,0
103952,2707,5,ppm,50,0
29404,2708,0,ppm,106,1
96905,2708,5,ppm,106,0
103989,2708,100,ppm,50,1
104031,2708,500,ppm,106,0
29405,2709,0,ppm,50,0
89630,2709,100,ppm,50,0
118394,2709,500,ppm,50,0
118440,2709,5,ppm,50,0
29445,2749,0,ppm,50,0
68043,2749,500,ppm,50,0
75208,2749,5,ppm,50,0
82416,2749,100,ppm,50,0
29446,2750,0,ppm,50,0
89631,2750,100,ppm,50,0
118395,2750,500,ppm,50,0
118441,2750,5,ppm,50,0
29447,2751,0,ppm,50,0
75183,2751,500,ppm,50,0
75209,2751,5,ppm,50,0
111080,2751,100,ppm,50,0
29448,2752,0,ppm,106,1
68160,2752,500,ppm,106,0
82589,2752,5,ppm,106,0
103990,2752,100,ppm,106,0
29449,2754,0,ppm,50,0
96842,2754,100,ppm,50,0
96906,2754,5,ppm,50,0
104032,2754,500,ppm,50,0
29464,2769,0,ppm,50,0
82417,2769,100,ppm,50,0
103921,2769,500,ppm,50,0
118312,2769,5,ppm,50,0
29465,2770,0,ppm,50,0
68201,2770,5,ppm,50,0
82501,2770,100,ppm,50,0
89676,2770,500,ppm,50,0
29466,2771,0,ppm,107,1
89632,2771,100,ppm,107,0
96873,2771,500,ppm,107,0
96907,2771,5,ppm,107,0
29472,2778,0,ppm,54,1
68044,2778,500,ppm,49,1
96746,2778,100,ppm,54,0
103953,2778,5,ppm,54,0
29473,2779,0,ppm,107,1
89633,2779,100,ppm,107,0
104033,2779,500,ppm,49,1
111263,2779,5,ppm,107,0
29474,2780,0,ppm,50,0
82471,2780,5,ppm,50,0
89565,2780,500,ppm,50,0
111081,2780,100,ppm,50,1
29475,2781,0,ppm,50,0
68106,2781,100,ppm,50,1
89677,2781,500,ppm,50,0
104069,2781,5,ppm,50,0
29476,2782,0,ppm,50,0
111082,2782,100,ppm,50,1
118288,2782,500,ppm,50,0
118313,2782,5,ppm,50,0
29477,2783,0,ppm,50,0
68107,2783,100,ppm,50,1
68161,2783,500,ppm,50,0
89723,2783,5,ppm,50,0
29478,2784,0,ppm,50,0
68077,2784,5,ppm,50,1
82418,2784,100,ppm,50,0
111121,2784,500,ppm,50,1
29479,2785,0,ppm,50,0
82502,2785,100,ppm,50,0
111219,2785,500,ppm,50,1
111264,2785,5,ppm,50,1
568,2786,0,ppm,49,0
18092,2786,500,ppm,49,1
23295,2786,100,ppm,49,0
25044,2786,5,ppm,49,0
569,2787,0,ppm,49,0
16445,2787,100,ppm,49,0
16454,2787,500,ppm,49,1
26691,2787,5,ppm,49,0
29485,2793,0,ppm,50,0
